frame,anger,disgust,fear,happiness,sadness,surprise
1,2e-5,0.004274,4.6e-5,1.8e-5,2.43e-4,0.001926
2,2.0000628566243354e-5,0.004266545258063943,4.496590035756364e-5,1.7999999998776878e-5,2.419772069874367e-4,0.0019271302262914467
3,1.9996582016499993e-5,0.0042537479410735555,4.5988019861477515e-5,1.800000000665104e-5,2.4293933632137753e-4,0.0019240127862424673
4,2.0017321360870662e-5,0.004249999018924703,4.51175451438228e-5,1.799999996629445e-5,2.4303602891386495e-4,0.0019266957999151664
5,1.9920586920764806e-5,0.004244206785703776,4.4945746892539255e-5,1.800000015452953e-5,2.4293692361206567e-4,0.0019269668790246619
6,2.084886436175841e-5,0.004207176078695486,4.5068093745498814e-5,1.7999999336968586e-5,2.4374347931947597e-4,0.001929151515916089
7,2.0987363931260345e-5,0.00419743533013909,4.4339832381838535e-5,1.800000272112911e-5,2.470401929037097e-4,0.0019335981839130845
8,2.160878141716623e-5,0.004188267439601905,4.265939017036347e-5,1.7999989187267103e-5,2.643679637768047e-4,0.001940317694693093
9,2.3176461955208352e-5,0.004138485131252349,3.979441988830003e-5,1.8000041896913904e-5,2.8254882849789115e-4,0.001951424068857993
10,2.6078772582724226e-5,0.004077243790353399,3.286695272291402e-5,1.7999841004066367e-5,3.976057195525939e-4,0.001971201543179587
11,2.776811766734003e-5,0.004075921310148705,2.677087801870847e-5,1.8000592562969342e-5,5.109568854592199e-4,0.001994775498399899
12,3.245932080491809e-5,0.0040931076179192925,2.223258662264556e-5,1.7997827545888932e-5,8.023455589889527e-4,0.0020326267084440504
13,3.262159920537864e-5,0.004108755666446172,1.791757108724264e-5,1.800784194561874e-5,9.234322289678494e-4,0.002073859854352446
14,4.211326317990662e-5,0.004057055879553892,1.743814824305812e-5,1.797212102882546e-5,0.0022378178881059534,0.002226989208672502
15,4.823345569014908e-5,0.004004013133503411,2.083529982874303e-5,1.8097586793633625e-5,4.1649589568202596e-4,0.002764936763698605
16,2.9672635022079994e-5,0.004035401922514947,2.9939750895494352e-5,1.7602817266824147e-5,0.02940005475851211,0.005020551044711039
17,1.5240148605296894e-5,0.004172691497447305,5.16408411312229e-5,1.6966280529064574e-5,0.14674763415798553,0.00903231850648735
18,1.352905072832647e-5,0.004375592403145559,7.248323950372565e-5,1.6753232101170874e-5,0.3198146244243163,0.01214573811352581
19,1.2633184643415169e-5,0.004482418382890482,7.653785836170103e-5,1.58434271590597e-5,0.44466438236263256,0.013349906650237844
20,1.7003387681736797e-5,0.004529443737647909,8.062850452547206e-5,1.428247466779346e-5,0.5226260680140379,0.012493418713833802
21,1.4082210802492753e-5,0.00443589315052632,9.523312083052533e-5,1.0229613591636374e-5,0.6232182793789514,0.009274303971637376
22,6.762895689541032e-5,0.004575850952125287,1.56472969206292e-4,6.252269169116948e-6,0.7437404368914287,0.005191524468913513
23,1.7381916220596125e-4,0.004739657856644676,2.901052401006032e-4,1.5923242894100587e-6,0.9442539004924855,0.001368547186533646
24,0.0015381685960981048,0.0047237296879504495,6.352356749126729e-4,0,0.9893138718194555,3.606194479937256e-4
25,0.00811546115239559,0.004556626534417084,0.001564200304059564,4.266745408042118e-9,0.9979207232758648,8.357371067532926e-5
