frame,anger,disgust,fear,happiness,sadness,surprise
1,2.2000000000000003e-5,0.004265,4.7000000000000004e-5,1.7e-5,2.63e-4,0.0018260000000000001
2,2.5614057813324145e-5,0.004263942431407428,4.9713026252719186e-5,1.5187802650416327e-5,2.976258315514072e-4,0.001653004418505724
3,2.1527446955093422e-5,0.004264169459133216,4.662855603672067e-5,1.7271724829114648e-5,2.6240958129987246e-4,0.0018340113584470305
4,2.2583555030325625e-5,0.004265587185114168,4.7546865669719984e-5,1.6482158148538877e-5,2.725839526523508e-4,0.0017758796077845514
5,2.250424775043234e-5,0.004265429697730593,4.754630963811453e-5,1.6446655301074713e-5,2.7080784620480146e-4,0.0017948065891117068
6,2.2047314150903625e-5,0.004265630881461152,4.691021991759772e-5,1.7091256125670846e-5,2.636463256084207e-4,0.001835741433785496
7,2.1101671472899608e-5,0.004265942149587631,4.7014412185013444e-5,1.6985231119378553e-5,2.6014688629760925e-4,0.0018479160329551252
8,2.1925325769387426e-5,0.0042677641664571105,4.699889154091572e-5,1.7001359409695865e-5,2.6374521117667724e-4,0.0018376808070385718
9,2.199004872661508e-5,0.0042711257555644285,4.700048617058505e-5,1.7000185742602973e-5,2.640273417410849e-4,0.0018364954771315114
10,2.2004906436321396e-5,0.00427335797101425,4.6989953458771496e-5,1.6999857527017864e-5,2.646330182275797e-4,0.001823980928866071
11,2.2015255335433134e-5,0.0042777567870643015,4.706807009437537e-5,1.7000072378661244e-5,0.00026191372932700576,0.0018399434912752088
12,2.1909361028634922e-5,0.00428413726567002,4.656395151156854e-5,1.6999861509057395e-5,2.6328685350125144e-4,0.0018381112428623935
13,2.2582569619472967e-5,0.004291585709295106,4.591752636358333e-5,1.7000541845795893e-5,2.625847049563095e-4,0.0018484817407309934
14,2.308707940965887e-5,0.004304497411329355,4.5991315868124056e-5,1.6998056183319602e-5,2.6540214693300047e-4,0.0018376396459813846
15,2.292614338958546e-5,0.0043172024120039084,4.6067924034681675e-5,1.700532503940768e-5,2.6443170984991857e-4,0.0018488585809218509
16,2.3970515969301036e-5,0.004329717605094099,4.502517892274652e-5,1.6995220297450447e-5,2.6300371506265654e-4,0.0018679840847100407
17,2.516993231207389e-5,0.004341582810457559,4.508876569745683e-5,1.6927036602802314e-5,2.6564696993302536e-4,0.0018477831852487347
18,2.7353948215170736e-5,0.00436303653226536,4.608781869294561e-5,1.5891852269804735e-5,2.761226922369329e-4,0.001803484774091022
19,2.817795958516194e-5,0.004378789711220647,4.59687969745206e-5,1.6113337999651152e-5,2.7954091503007303e-4,0.0017910191506953807
20,3.048897166539374e-5,0.004392994561757752,4.602785062980705e-5,1.5469556399477877e-5,2.854514036045424e-4,0.0017715951101312016
21,3.3036608303013253e-5,0.004402277634388837,4.591351270826766e-5,1.5038637481446593e-5,2.962183516445436e-4,0.0017336201645955
22,3.783648532681636e-5,0.004412218511593189,4.6717063505841326e-5,1.418938972970378e-5,3.100342595805284e-4,0.0016809071826159533
23,4.163438839924845e-5,0.004419442598403819,4.7893166394970804e-5,1.4048394907724599e-5,3.271755773645567e-4,0.0016279483445123845
24,4.499170762790253e-5,0.004444420856298239,4.7958302817909444e-5,1.299896624639771e-5,3.388193860604698e-4,0.0015901389847965738
25,4.1735032192448075e-5,0.0044612474685851765,4.4770894267811413e-05,1.4124878337478185e-5,3.205376508963397e-4,0.0016984460528929788
26,4.6181500646600854e-5,0.004499643527089068,4.519516411862605e-5,1.3709572599921576e-5,3.444541459322478e-4,0.001637126718903645
27,4.826800311524561e-5,0.004542849955197845,4.421994410282428e-5,1.292763660491381e-5,3.4914062819057476e-4,0.0016590536068423027
28,4.955573007029211e-5,0.0045984927134285055,4.247418331381564e-5,1.2911986564044802e-5,3.5299026647637576e-4,0.0016942766155490497
29,4.7553143201301366e-5,0.004671538751692329,4.024026555276459e-5,1.3723464933656032e-5,3.3417930247889007e-4,0.001837888423659779
