frame,anger,disgust,fear,happiness,sadness,surprise
1,1.1999999999999999e-5,0.004272000000000001,5.4000000000000005e-5,1.8e-5,5.47e-4,0.002606
2,1.00483551711953e-5,0.004281919112388728,5.986495866035486e-5,1.7999999890539244e-5,8.192119412904282e-4,0.0029481588730981938
3,8.048507318056757e-6,0.004282126366355409,6.581032361241938e-5,1.8000000625897135e-5,0.0011886642152101287,0.003281370661226092
4,7.943156449020692e-6,0.004280677634323145,6.805517336451152e-5,1.799999668940197e-5,0.001328828504278654,0.003367349618019214
5,8.97419273186718e-6,0.00428965320999036,6.525999396216864e-5,1.800001584537646e-5,0.0011000932973843245,0.0031950891792976274
6,8.174205351019688e-6,0.00428499027434457,6.605727787104618e-5,1.7999928849766824e-5,0.001146531997301679,0.003262524381161404
7,6.258908421843667e-6,0.004277482372478799,8.03962879206686e-5,1.8000306505918997e-5,0.002591271894497864,0.004141892640074044
8,4.245351342407982e-6,0.004276046137381342,8.934814130989736e-5,1.7998717295519476e-5,0.004033211982165769,0.0048161267106366645
9,3.0562218198922367e-6,0.004275124859701491,1.0499579375849476e-4,1.800525413322198e-5,0.007985639616797177,0.005884321777254345
10,3.059694278447186e-6,0.004275008204416904,1.1025690409453994e-4,1.7978832883453967e-5,0.009718766571663238,0.006376473583530574
11,2.173424044084765e-6,0.004274310284144459,1.1838749771599246e-4,1.8084146494304495e-5,0.013148045235299385,0.006987663023676203
12,1.9511486949321882e-6,0.004272492216447762,1.2040300787783644e-4,1.719863854434296e-5,0.014309305036921897,0.007334155331415175
13,2.013259116944974e-6,0.00427081856552551,1.1356288926314501e-4,1.6903095811954186e-5,0.012209911215320805,0.007131525143017592
14,2.0004860722401178e-6,0.004274135206895041,1.2079548227535816e-4,1.718920839055724e-5,0.015295403206791864,0.007928650003772967
15,1.9831398106017533e-6,0.004281910456587667,1.0277619080340905e-4,1.5589899385945635e-5,0.014727266045678263,0.008760230968084424
16,2.068613319521094e-6,0.00428764925929858,1.2731341194392178e-4,1.3837847477896475e-5,0.010118531709774463,0.00930436270634212
17,1.4286136403659994e-6,0.00429237615075745,0,9.744862301063819e-6,0.005827507146550075,0.015589818438341126
18,1.3874743434282923e-7,0.004297702744204665,5.461688231441309e-4,5.1185854015570795e-6,0.0023865937537592766,0.03691043262599947
19,5.929345377251532e-7,0.004311801094500174,0,2.5537331956842205e-6,4.509455929245104e-4,0.18417767434780352
20,1.1327298118604131e-6,0.004341121077895226,0.01642310243621965,1.328359771201558e-6,0,0.3933800227941381
